TAIL,DAY_TO_GO,EQP,SUBFLEET,CHECK_MH,SCHED_DATE,STATION_NAME,DESCR,CHECK_SEQ
T356,159,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T356,438,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T356,151,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T356,419,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T357,46,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T357,211,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T357,216,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T357,219,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T357,235,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T357,250,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T357,244,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T357,567,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T357,556,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T357,545,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T357,508,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T358,50,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T358,290,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T358,298,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T358,310,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T358,310,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T358,321,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T358,335,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T358,604,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T358,607,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T358,606,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T358,605,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T359,36,321,321R,120,,,CKC | A01 | ARBS | V2500 A-CHECK 1,A01
T359,131,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T359,152,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T359,152,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T359,154,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T359,159,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T359,168,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T036,73,320,A320,120,,,CKC | A10 | ARBS | CFM A-CHECK 10,A10
T360,84,321,321R,120,,,CKC | A02 | ARBS | V2500 A-CHECK 2,A02
T360,164,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T360,164,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T360,210,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T360,215,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T360,215,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T360,223,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T361,219,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T361,226,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T361,229,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T361,232,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T361,237,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T361,237,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T362,21,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T362,23,321,321R,120,,,CKC | A01 | ARBS | V2500 A-CHECK 1,A01
T362,232,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T362,235,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T362,235,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T362,237,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T362,239,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T362,249,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T363,44,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T363,44,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T363,44,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T363,44,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T363,45,321,321R,120,,,CKC | A02 | ARBS | V2500 A-CHECK 2,A02
T363,236,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T363,236,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T363,244,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T363,252,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T363,256,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T363,260,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T364,64,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T364,64,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T364,64,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T364,64,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T364,83,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T364,251,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T364,275,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T364,278,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T364,278,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T364,288,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T364,293,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T365,76,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T365,76,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T365,68,321,321R,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T365,76,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T365,76,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T365,272,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T365,273,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T365,291,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T365,291,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T365,294,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T365,302,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T366,49,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T366,49,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T366,49,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T366,54,321,321R,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T366,237,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T366,241,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T366,263,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T366,269,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T366,269,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T366,255,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T367,69,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T367,119,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T367,119,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T367,119,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T367,119,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T367,314,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T367,316,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T367,330,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T367,332,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T367,332,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T367,341,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T368,76,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T368,109,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T368,109,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T368,109,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T368,109,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T368,317,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T368,319,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T368,321,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T368,329,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T368,353,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T368,353,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T369,75,321,321R,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T369,137,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T369,137,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T369,137,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T369,137,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T369,311,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T369,340,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T369,341,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T369,343,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T369,343,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T369,346,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T037,40,320,A320,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T370,24,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T370,165,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T370,165,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T370,165,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T370,165,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T370,359,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T370,359,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T370,362,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T370,370,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T370,379,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T371,51,321,321R,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T371,158,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T371,158,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T371,158,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T371,158,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T371,348,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T371,350,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T371,357,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T371,357,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T371,358,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T371,372,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T372,85,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T372,190,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T372,190,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T372,190,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T372,190,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T373,32,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T373,209,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T373,209,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T373,209,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T373,209,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T374,69,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T374,240,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T374,240,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T374,240,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T374,240,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T375,36,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T375,247,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T375,247,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T375,247,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T375,247,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T376,45,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T376,276,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T376,276,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T376,276,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T376,276,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T377,53,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T377,287,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T377,287,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T377,287,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T377,287,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T378,56,321,321R,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T378,314,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T378,314,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T378,314,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T378,314,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T379,77,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T379,326,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T379,326,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T379,326,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T379,326,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T038,25,320,A320,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T380,364,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T380,364,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T380,364,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T380,364,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T381,21,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T381,361,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T381,361,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T381,361,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T381,361,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T382,46,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T382,352,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T382,352,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T382,352,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T382,352,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T383,38,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T383,386,321,321R,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T383,386,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T383,386,321,321R,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T383,386,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T384,60,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T384,401,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T384,401,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T385,19,321,321R,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T386,80,321,321R,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T386,402,321,321R,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T386,402,321,321R,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T387,73,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T388,87,321,321R,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T389,72,321,321R,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T039,105,320,A320,120,,,CKC | A08 | ARBS | CFM A-CHECK 8,A08
T390,30,321,321R,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T391,80,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T392,81,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T393,75,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T394,16,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T394,74,321,321R,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T395,13,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T396,30,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T396,30,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T396,30,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T396,30,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T396,30,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T396,35,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T397,39,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T397,39,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T397,39,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T397,39,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T398,71,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T398,71,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T398,71,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T398,71,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T398,71,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T398,71,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T398,78,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T399,31,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T399,31,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T399,31,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T399,31,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T399,31,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T399,31,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T399,62,321,321R,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T004,63,319,319S,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T040,187,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T040,184,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T040,214,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T040,189,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T400,51,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T400,51,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T400,51,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T400,51,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T400,51,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T400,51,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T401,42,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T401,85,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T401,85,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T401,85,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T401,85,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T401,85,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T401,85,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T402,21,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T402,75,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T402,75,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T402,75,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T402,75,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T402,75,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T402,75,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T403,50,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T403,80,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T403,80,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T403,80,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T403,80,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T403,80,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T403,80,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T404,72,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T404,110,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T404,110,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T404,110,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T404,110,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T404,110,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T404,110,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T405,82,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T405,110,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T405,110,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T405,110,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T405,110,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T405,110,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T405,110,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T406,58,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T406,148,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T406,148,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T406,148,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T406,148,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T406,149,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T406,148,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T407,64,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T407,123,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T407,123,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T407,123,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T407,123,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T407,123,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T407,123,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T408,55,321,321R,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T409,51,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
